"Age","Gender","Education","Educ","Political","Mean_Animal_reminder","Mean_Contamination","Mean_core","Mean_general_ds"
38,"male",15,"Coll_Univ","center",NA,NA,NA,NA
50,"male",15,"Coll_Univ","right",1.5,3.5,2.45454545454545,2.30434782608696
50,"female",15,"Coll_Univ","center",2.75,3,1.27272727272727,2.08695652173913
28,"male",17,"Grad_Prof","left",0.875,0.5,2,1.34782608695652
24,"female",14,"HS","left",3,2.75,2.81818181818182,2.8695652173913
38,"female",NA,NA,"left",NA,NA,NA,NA
46,"female",18,"Grad_Prof","right",3.375,1.75,3.18181818181818,3
57,"female",16,"Coll_Univ","left",2.125,2,3,2.52173913043478
22,"male",12,"HS","right",2.75,2.25,2.45454545454545,2.52173913043478
18,"female",12,"HS","right",3.375,2.75,3.45454545454545,3.30434782608696
31,"male",17,"Grad_Prof","center",1.875,2,2.81818181818182,2.34782608695652
18,"male",12,"HS","right",1.125,0.75,0.818181818181818,0.91304347826087
40,"male",15,"Coll_Univ","right",2.875,2.5,2.72727272727273,2.73913043478261
28,"female",15,"Coll_Univ","center",3.25,2.5,2.09090909090909,2.56521739130435
30,"male",15,"Coll_Univ","center",1.875,1,1.90909090909091,1.73913043478261
57,"female",16,"Coll_Univ","center",3.25,3,3.27272727272727,3.21739130434783
37,"female",15,"Coll_Univ","left",3,2.75,2.81818181818182,2.8695652173913
21,"female",NA,NA,"right",NA,NA,NA,NA
24,"female",15,"Coll_Univ","right",2.875,3,3.18181818181818,3.04347826086957
36,"female",16,"Coll_Univ","right",3.125,2,2.72727272727273,2.73913043478261
34,"female",12,"HS","left",2.625,2.75,2.27272727272727,2.47826086956522
29,"female",16,"Coll_Univ","center",1.5,0,1.63636363636364,1.30434782608696
22,"male",12,"HS","left",NA,NA,NA,NA
27,"male",12,"HS","left",NA,NA,NA,NA
28,"male",NA,NA,"right",NA,NA,NA,NA
30,"male",15,"Coll_Univ","left",2.25,1.75,1.72727272727273,1.91304347826087
31,"female",12,"HS","center",NA,NA,NA,NA
25,"female",15,"Coll_Univ","center",3.375,1.75,3.09090909090909,2.95652173913043
48,"male",13,"HS","center",2.375,2,1.72727272727273,2
26,"male",15,"Coll_Univ","left",2.25,2.75,1.54545454545455,2
26,"female",15,"Coll_Univ","right",1.875,2.5,2.45454545454545,2.26086956521739
33,"female",17,"Grad_Prof","left",2.375,2.25,2.72727272727273,2.52173913043478
25,"female",15,"Coll_Univ","right",NA,NA,NA,NA
70,"female",16,"Coll_Univ","left",2.875,2.75,3.18181818181818,3
17,"male",12,"HS","center",1.875,1,2.18181818181818,1.8695652173913
38,"female",12,"HS","right",3.125,2.75,2.90909090909091,2.95652173913043
33,"male",16,"Coll_Univ","left",3.25,3,2.90909090909091,3.04347826086957
21,"male",12,"HS","right",1.125,0,1.36363636363636,1.04347826086957
50,"male",17,"Grad_Prof","right",NA,NA,NA,NA
32,"male",15,"Coll_Univ","center",1.375,1.75,1.81818181818182,1.65217391304348
28,"female",15,"Coll_Univ","center",2.875,2.5,2.45454545454545,2.60869565217391
40,"female",15,"Coll_Univ","center",2.25,1.75,2,2.04347826086957
27,"female",17,"Grad_Prof","left",NA,NA,NA,NA
24,"male",12,"HS","right",1.875,1.75,2.81818181818182,2.30434782608696
18,"female",12,"HS","center",2.375,2.5,1.90909090909091,2.17391304347826
34,"female",10,"Less_HS","left",3.125,2,2.90909090909091,2.82608695652174
43,"male",19,"Grad_Prof","left",2.25,1,1.72727272727273,1.78260869565217
26,"male",14,"HS","left",2.125,1.75,2.54545454545455,2.26086956521739
42,"female",NA,NA,"center",NA,NA,NA,NA
31,"female",12,"HS","left",3.75,2,2.72727272727273,2.95652173913043
26,"female",15,"Coll_Univ","center",NA,NA,NA,NA
24,"female",15,"Coll_Univ","right",2.625,3.25,3.09090909090909,2.95652173913043
27,"male",15,"Coll_Univ","center",2,2,2.54545454545455,2.26086956521739
19,"female",12,"HS","right",3.875,3.25,3.90909090909091,3.78260869565217
27,"female",15.5,"Coll_Univ","right",2.625,1,3,2.52173913043478
26,"male",12,"HS","center",2.75,1,1.72727272727273,1.95652173913043
24,"female",19,"Grad_Prof","left",2.75,0,2.54545454545455,2.17391304347826
37,"female",15,"Coll_Univ","right",2.875,2.25,2.18181818181818,2.43478260869565
55,"male",20,"Grad_Prof","center",3,2.25,2.27272727272727,2.52173913043478
41,"female",15,"Coll_Univ","center",2.125,3.5,2.81818181818182,2.69565217391304
22,"female",12,"HS","right",2.25,3.5,2.54545454545455,2.60869565217391
41,"male",15,"Coll_Univ","right",2.25,1.5,2.27272727272727,2.1304347826087
24,"male",12,"HS","center",NA,NA,NA,NA
27,"female",17,"Grad_Prof","left",2,2.25,2.72727272727273,2.39130434782609
23,"male",12,"HS","right",1.875,1.25,1.36363636363636,1.52173913043478
37,"male",11,"Less_HS","center",2.625,2.75,2.36363636363636,2.52173913043478
38,"male",16,"Coll_Univ","right",1.75,3,1.36363636363636,1.78260869565217
68,"male",12,"HS","right",1.5,3,1.72727272727273,1.8695652173913
30,"female",16,"Coll_Univ","center",2.625,2.25,2.90909090909091,2.69565217391304
23,"male",12,"HS","left",2,1,2.09090909090909,1.8695652173913
26,"male",15,"Coll_Univ","center",1.875,1.25,1.72727272727273,1.69565217391304
48,"female",12,"HS","left",3,4,2.81818181818182,3.08695652173913
40,"male",12,"HS","right",0.5,2,1.27272727272727,1.1304347826087
40,"female",15,"Coll_Univ","left",NA,NA,NA,NA
30,"male",15,"Coll_Univ","left",2.875,1.5,2.81818181818182,2.60869565217391
34,"male",17,"Grad_Prof","center",1.125,1.5,1.63636363636364,1.43478260869565
20,"female",12,"HS","center",NA,NA,NA,NA
26,"female",16,"Coll_Univ","right",3.125,2.75,2.72727272727273,2.8695652173913
26,"female",15,"Coll_Univ","right",2.875,3,3.18181818181818,3.04347826086957
32,"male",15,"Coll_Univ","right",2.25,2.25,2.54545454545455,2.39130434782609
49,"male",15,"Coll_Univ","left",2.875,1.25,2.27272727272727,2.30434782608696
27,"male",15,"Coll_Univ","right",1.75,2.25,3.36363636363636,2.60869565217391
21,"female",12,"HS","right",NA,NA,NA,NA
42,"male",21,"Grad_Prof","left",2.625,3.25,2.90909090909091,2.8695652173913
18,"female",12,"HS","right",2.875,2.25,2.81818181818182,2.73913043478261
34,"female",18,"Grad_Prof","left",1.75,1.75,3.09090909090909,2.39130434782609
42,"male",12,"HS","right",2.125,2.25,2.09090909090909,2.1304347826087
22,"male",12,"HS","center",1,1.25,1.09090909090909,1.08695652173913
42,"male",14,"HS","right",3.125,2.75,3.09090909090909,3.04347826086957
65,"male",10,"Less_HS","right",1.625,2,2.45454545454545,2.08695652173913
36,"female",18,"Grad_Prof","left",3,2.5,2.63636363636364,2.73913043478261
50,"female",16,"Coll_Univ","center",2.875,2,2.63636363636364,2.60869565217391
27,"female",16,"Coll_Univ","center",2,1.5,2.27272727272727,2.04347826086957
32,"female",12,"HS","left",2.75,1.75,3.36363636363636,2.8695652173913
16,"male",10.5,"Less_HS","center",2.875,2.5,1.72727272727273,2.26086956521739
22,"male",13,"HS","right",2.25,1.5,2.36363636363636,2.17391304347826
14,"male",8,"Less_HS","right",2.25,1.75,2.72727272727273,2.39130434782609
55,"female",15,"Coll_Univ","left",2.5,3.75,3.45454545454545,3.17391304347826
25,"female",15,"Coll_Univ","right",2.75,1.5,2,2.17391304347826
29,"female",18,"Grad_Prof","right",NA,NA,NA,NA
47,"male",21,"Grad_Prof","right",2.75,3.75,2.90909090909091,3
24,"female",15,"Coll_Univ","center",3.5,3,3.90909090909091,3.60869565217391
30,"male",17,"Grad_Prof","center",2.875,1.25,2.27272727272727,2.30434782608696
40,"male",12,"HS","center",NA,NA,NA,NA
35,"female",15,"Coll_Univ","left",3.125,2.5,2.54545454545455,2.73913043478261
45,"male",17,"Grad_Prof","right",1.5,2.5,2.09090909090909,1.95652173913043
63,"female",15,"Coll_Univ","right",3,4,2.90909090909091,3.1304347826087
60,"male",12,"HS","left",1.75,2.5,2.72727272727273,2.34782608695652
37.5,"male",15,"Coll_Univ","center",3.125,2.25,2.90909090909091,2.8695652173913
21,"female",NA,NA,"right",NA,NA,NA,NA
19,"female",12,"HS","right",3.5,3,2.90909090909091,3.1304347826087
65,"female",17,"Grad_Prof","center",NA,NA,NA,NA
33,"female",16,"Coll_Univ","left",2.125,2.5,2.72727272727273,2.47826086956522
30,"female",18,"Grad_Prof","center",2.25,1.75,2.18181818181818,2.1304347826087
73,"male",15,"Coll_Univ","center",1.625,1.25,1.63636363636364,1.56521739130435
20,"female",12,"HS","center",2.625,3,2.63636363636364,2.69565217391304
21,"female",12,"HS","right",1.25,2.75,3.54545454545455,2.60869565217391
19,"female",12,"HS","right",3.125,3.5,3.18181818181818,3.21739130434783
20,"male",15,"Coll_Univ","right",1.75,1.25,1.90909090909091,1.73913043478261
25,"female",14,"HS","left",2.125,1.5,1.90909090909091,1.91304347826087
27,"female",12,"HS","left",2.625,1.75,2.09090909090909,2.21739130434783
19,"male",12,"HS","center",2.125,1.25,2.90909090909091,2.34782608695652
25,"female",12,"HS","center",NA,NA,NA,NA
48,"male",16,"Coll_Univ","center",1.125,1.75,1.45454545454545,1.39130434782609
26,"female",15,"Coll_Univ","right",2.625,3,3.27272727272727,3
52,"male",15,"Coll_Univ","center",2.875,2.75,2.18181818181818,2.52173913043478
40,"female",17,"Grad_Prof","left",2,2,2.09090909090909,2.04347826086957
26,"male",14,"HS","center",2,2.5,2.36363636363636,2.26086956521739
29,"male",17,"Grad_Prof","right",1.375,2.5,1.63636363636364,1.69565217391304
25,"female",14,"HS","center",2.25,2,2.09090909090909,2.1304347826087
22,"male",12,"HS","right",2.75,1.5,2.90909090909091,2.60869565217391
30,"female",15,"Coll_Univ","right",2.875,2,2.63636363636364,2.60869565217391
26,"male",14,"HS","left",2.5,1.25,2.45454545454545,2.26086956521739
26,"male",15,"Coll_Univ","center",1.625,0.25,2.72727272727273,1.91304347826087
23,"female",12,"HS","right",2.375,2,2.45454545454545,2.34782608695652
47,"female",18,"Grad_Prof","center",3.125,2.25,2.18181818181818,2.52173913043478
20,"female",12,"HS","center",2.875,2.25,2.36363636363636,2.52173913043478
27,"female",12,"HS","center",2.875,2.25,3.18181818181818,2.91304347826087
52,"male",15,"Coll_Univ","center",1.875,1.25,2.27272727272727,1.95652173913043
35,"female",15,"Coll_Univ","right",NA,NA,NA,NA
24,"female",14,"HS","center",2.25,1.5,2.45454545454545,2.21739130434783
35,"male",15,"Coll_Univ","left",2.625,2.25,2.45454545454545,2.47826086956522
37,"female",18,"Grad_Prof","left",1.5,2.75,2.45454545454545,2.17391304347826
28,"female",15,"Coll_Univ","left",2.375,1.25,2.36363636363636,2.17391304347826
48,"male",18,"Grad_Prof","center",2.625,2.25,1.81818181818182,2.17391304347826
26,"female",12,"HS","right",3.875,3.5,3.18181818181818,3.47826086956522
45,"female",15,"Coll_Univ","center",2.125,2,1.72727272727273,1.91304347826087
NA,"female",15,"Coll_Univ","right",NA,NA,NA,NA
24,"male",12,"HS","right",3,3.25,3.18181818181818,3.1304347826087
60,"male",15,"Coll_Univ","center",NA,NA,NA,NA
25,"female",15,"Coll_Univ","right",1.75,1,1.90909090909091,1.69565217391304
19,"male",12,"HS","right",3.25,2.5,2.27272727272727,2.65217391304348
63,"female",14,"HS","center",2.875,2.75,2.36363636363636,2.60869565217391
59,"female",18,"Grad_Prof","center",3,3.5,2.90909090909091,3.04347826086957
40,"male",15,"Coll_Univ","center",1.375,1,1.90909090909091,1.56521739130435
33,"female",12,"HS","left",3,1.5,2.72727272727273,2.60869565217391
25,"female",12,"HS","right",3.5,2.5,2.90909090909091,3.04347826086957
31,"female",14,"HS","left",2.375,2.25,2,2.17391304347826
21,"male",12,"HS","right",NA,NA,NA,NA
50,"female",16,"Coll_Univ","center",2.375,0,2.36363636363636,1.95652173913043
18,"male",12,"HS","right",NA,NA,NA,NA
30,"male",15,"Coll_Univ","left",2.5,1.25,1.90909090909091,2
21,"male",12,"HS","center",2.25,2.25,2.63636363636364,2.43478260869565
27,"male",12,"HS","center",2.125,2,1.90909090909091,2
21,"female",12,"HS","right",NA,NA,NA,NA
33,"male",15,"Coll_Univ","left",1.875,1.75,2.72727272727273,2.26086956521739
27,"male",14,"HS","center",1.125,2,2,1.69565217391304
30,"female",18,"Grad_Prof","left",2.75,2.5,3.09090909090909,2.8695652173913
32,"male",18,"Grad_Prof","center",2.75,2,2.63636363636364,2.56521739130435
24,"male",13,"HS","center",3,3,2,2.52173913043478
34,"female",NA,NA,"left",NA,NA,NA,NA
23,"female",14,"HS","center",2.875,2.5,3.09090909090909,2.91304347826087
24,"female",14,"HS","left",2.75,3.25,2.18181818181818,2.56521739130435
17,"female",11,"Less_HS","center",NA,NA,NA,NA
34,"male",15,"Coll_Univ","center",2.375,0.5,1.45454545454545,1.60869565217391
36,"male",12,"HS","left",2.625,0.75,1.72727272727273,1.8695652173913
40,"male",15,"Coll_Univ","center",3,2.5,1.72727272727273,2.30434782608696
23,"female",15,"Coll_Univ","center",3.375,3.25,3.09090909090909,3.21739130434783
40,"female",17,"Grad_Prof","left",3.125,2.25,2.27272727272727,2.56521739130435
22,"female",15,"Coll_Univ","right",NA,NA,NA,NA
33,"female",18,"Grad_Prof","left",2.75,2,3.09090909090909,2.78260869565217
20,"male",12,"HS","right",2.375,1.25,1.54545454545455,1.78260869565217
37,"male",16,"Coll_Univ","center",2.5,2.25,2.81818181818182,2.60869565217391
30,"female",12,"HS","right",2.375,2.75,2.81818181818182,2.65217391304348
20,"male",12,"HS","center",2.625,1.5,3.09090909090909,2.65217391304348
59,"female",15,"Coll_Univ","center",NA,NA,NA,NA
20,"male",12,"HS","right",2.5,3,1.45454545454545,2.08695652173913
24,"male",15,"Coll_Univ","center",1.875,1.5,2.36363636363636,2.04347826086957
30,"female",17,"Grad_Prof","left",1.5,1.75,2.36363636363636,1.95652173913043
22,"female",15,"Coll_Univ","right",NA,NA,NA,NA
22,"male",12,"HS","right",2.125,1.75,1.81818181818182,1.91304347826087
23,"female",12,"HS","center",2.875,1.5,2.45454545454545,2.43478260869565
26,"male",15,"Coll_Univ","left",3.5,2,3,3
35,"female",12,"HS","center",2.625,2.75,2.36363636363636,2.52173913043478
31,"male",15,"Coll_Univ","right",2.125,2,1.54545454545455,1.82608695652174
50,"male",15,"Coll_Univ","left",2.75,3.5,3.27272727272727,3.1304347826087
28,"female",15,"Coll_Univ","right",3.75,2.5,3.09090909090909,3.21739130434783
25,"female",15,"Coll_Univ","center",2.875,2.25,2.45454545454545,2.56521739130435
30,"female",NA,NA,"right",NA,NA,NA,NA
26,"female",14,"HS","right",2.75,2,2.27272727272727,2.39130434782609
45,"male",12,"HS","center",1.625,3.25,1.18181818181818,1.69565217391304
39,"female",21,"Grad_Prof","center",1.75,2.25,1.81818181818182,1.8695652173913
43,"female",12,"HS","center",2.25,2.75,3.18181818181818,2.78260869565217
36,"male",12,"HS","center",3,4,3.27272727272727,3.30434782608696
18,"male",12,"HS","right",2.375,2,2.18181818181818,2.21739130434783
20,"female",12,"HS","right",2.875,2,3.27272727272727,2.91304347826087
24,"female",14,"HS","center",3.875,2.25,2.81818181818182,3.08695652173913
27,"female",15,"Coll_Univ","center",3,2,1.54545454545455,2.1304347826087
32,"male",15,"Coll_Univ","center",2.625,2,2.81818181818182,2.60869565217391
33,"female",20,"Grad_Prof","center",1.125,1.75,2.18181818181818,1.73913043478261
23,"female",14,"HS","right",3.5,3,3.45454545454545,3.39130434782609
22,"female",15,"Coll_Univ","right",3.375,3.25,3.27272727272727,3.30434782608696
25,"female",15,"Coll_Univ","right",2.25,2.75,2.45454545454545,2.43478260869565
42,"male",15,"Coll_Univ","right",2.375,2.25,2,2.17391304347826
48,"male",12,"HS","center",2.875,1.25,2.27272727272727,2.30434782608696
22,"male",12,"HS","right",3,1.75,2.81818181818182,2.69565217391304
28,"female",16,"Coll_Univ","left",1,1.25,2.54545454545455,1.78260869565217
63,"female",15,"Coll_Univ","center",3.125,3,2.81818181818182,2.95652173913043
26,"male",17,"Grad_Prof","left",1.75,2,2.36363636363636,2.08695652173913
19,"female",12,"HS","center",3.375,2,3,2.95652173913043
22,"female",NA,NA,"right",NA,NA,NA,NA
35,"female",15,"Coll_Univ","left",2.75,1.5,2.63636363636364,2.47826086956522
32,"female",16,"Coll_Univ","center",2.375,2.625,2.81818181818182,2.6304347826087
23,"male",12,"HS","center",1.875,2.5,2.72727272727273,2.39130434782609
19,"male",12,"HS","center",2,1.25,2,1.8695652173913
20,"female",15,"Coll_Univ","right",2.75,4,3.18181818181818,3.17391304347826
39,"male",15,"Coll_Univ","center",1.875,1.5,2,1.8695652173913
38,"male",18,"Grad_Prof","left",3.25,2.5,2.45454545454545,2.73913043478261
23,"female",14,"HS","left",2.375,1.75,2.90909090909091,2.52173913043478
49,"female",22,"Grad_Prof","center",2.25,2.5,1.72727272727273,2.04347826086957
40,"female",18,"Grad_Prof","left",2,2.25,2.81818181818182,2.43478260869565
26,"female",15,"Coll_Univ","left",2.875,1.75,3.18181818181818,2.82608695652174
32,"female",20,"Grad_Prof","right",2.5,1.75,2.45454545454545,2.34782608695652
22,"male",12,"HS","center",0.25,0.5,0.636363636363636,0.478260869565217
24,"male",12,"HS","left",1.625,0,1.18181818181818,1.1304347826087
35,"female",12,"HS","right",2.875,3,3.18181818181818,3.04347826086957
61,"male",12,"HS","right",2.125,2.75,2.09090909090909,2.21739130434783
37,"male",15,"Coll_Univ","right",1.375,1.75,1.72727272727273,1.60869565217391
17,"female",11,"Less_HS","right",3,1,1.54545454545455,1.95652173913043
38,"male",18,"Grad_Prof","left",1.375,1.5,2.27272727272727,1.82608695652174
29,"male",14,"HS","center",2.875,3.75,3.18181818181818,3.17391304347826
32,"female",15,"Coll_Univ","left",2.25,1.5,2.72727272727273,2.34782608695652
31,"female",NA,NA,"center",NA,NA,NA,NA
37,"female",15,"Coll_Univ","center",NA,NA,NA,NA
26,"female",16,"Coll_Univ","left",2.625,2.5,3.18181818181818,2.8695652173913
20,"female",14,"HS","left",3,2.5,2.72727272727273,2.78260869565217
20,"male",12,"HS","right",1.375,2,2.45454545454545,2
21,"male",12,"HS","center",3.25,3.75,3.36363636363636,3.39130434782609
43,"female",18,"Grad_Prof","center",3,3,3.09090909090909,3.04347826086957
29,"female",15,"Coll_Univ","left",2.625,1.75,2.90909090909091,2.60869565217391
32,"male",20,"Grad_Prof","center",2.375,1.25,1.72727272727273,1.8695652173913
38,"female",17,"Grad_Prof","center",1.375,1.25,2.45454545454545,1.8695652173913
27,"female",16,"Coll_Univ","center",2.75,2,2.81818181818182,2.65217391304348
22,"female",12,"HS","left",3.375,2.75,2.45454545454545,2.82608695652174
19.5,"female",12,"HS","left",3.125,1.5,2.81818181818182,2.69565217391304
25,"male",12,"HS","center",1.75,2,2.63636363636364,2.21739130434783
20,"male",12,"HS","right",2.75,1.75,2.45454545454545,2.43478260869565
19,"male",12,"HS","right",3.25,2.75,2.81818181818182,2.95652173913043
26,"female",15,"Coll_Univ","right",3.5,3.25,3.45454545454545,3.43478260869565
30,"female",NA,NA,"center",NA,NA,NA,NA
24,"female",13.5,"HS","center",3,2.75,3,2.95652173913043
41,"female",12,"HS","right",2,2,1.45454545454545,1.73913043478261
32,"male",19,"Grad_Prof","left",1.125,1.5,1.72727272727273,1.47826086956522
30,"male",15,"Coll_Univ","center",1.0625,1.75,1.95454545454545,1.60869565217391
27,"male",12,"HS","center",2.75,1.25,2.45454545454545,2.34782608695652
35,"male",12,"HS","right",2.875,2,1.81818181818182,2.21739130434783
23,"female",15,"Coll_Univ","right",3.25,2.75,2.18181818181818,2.65217391304348
22,"male",12,"HS","right",2.125,2.75,2.63636363636364,2.47826086956522
24,"male",12,"HS","right",2.625,1.75,2.54545454545455,2.43478260869565
20,"female",12,"HS","center",NA,NA,NA,NA
31,"female",16,"Coll_Univ","left",2.625,2,2.90909090909091,2.65217391304348
36,"male",18,"Grad_Prof","left",1.625,2,1.36363636363636,1.56521739130435
30,"male",16.5,"Grad_Prof","left",2.25,2.75,2.18181818181818,2.30434782608696
58,"female",15,"Coll_Univ","center",NA,NA,NA,NA
61,"female",16,"Coll_Univ","left",2.875,3.5,2.90909090909091,3
31,"female",12,"HS","left",3.25,2.5,2.81818181818182,2.91304347826087
19,"female",12,"HS","left",3,2,1.90909090909091,2.30434782608696
21,"female",12,"HS","right",3.375,1.5,2.81818181818182,2.78260869565217
50,"female",12,"HS","center",3,2.5,3.27272727272727,3.04347826086957
49,"female",15,"Coll_Univ","right",3,2,2.54545454545455,2.60869565217391
29,"female",15,"Coll_Univ","right",1.375,2.75,2.45454545454545,2.1304347826087
41,"female",17,"Grad_Prof","center",2.625,2.5,2.72727272727273,2.65217391304348
40,"female",12,"HS","right",2.3125,3.75,2.45454545454545,2.6304347826087
32,"male",18,"Grad_Prof","left",2,1.5,1.63636363636364,1.73913043478261
61,"female",15,"Coll_Univ","left",1.875,0.75,1.45454545454545,1.47826086956522
32,"female",17,"Grad_Prof","left",1.875,1.5,2.90909090909091,2.30434782608696
56,"male",15,"Coll_Univ","center",2.375,2.5,2.36363636363636,2.39130434782609
25,"male",12,"HS","center",1.75,1.5,2.09090909090909,1.8695652173913
37,"female",17,"Grad_Prof","center",3.125,2.25,2.63636363636364,2.73913043478261
23,"female",15,"Coll_Univ","right",2.75,2.5,3.18181818181818,2.91304347826087
31,"male",15,"Coll_Univ","center",NA,NA,NA,NA
24,"female",15,"Coll_Univ","right",3.25,3,2.36363636363636,2.78260869565217
20,"male",12,"HS","center",3.125,2.75,1.90909090909091,2.47826086956522
38,"male",17,"Grad_Prof","center",2.375,2.25,1.63636363636364,2
26,"female",17,"Grad_Prof","center",3.125,3.5,2.45454545454545,2.8695652173913
24,"female",NA,NA,"center",NA,NA,NA,NA
70,"male",15,"Coll_Univ","center",3,2.5,2.18181818181818,2.52173913043478
51,"female",15,"Coll_Univ","center",3.375,3.5,3,3.21739130434783
35,"male",12,"HS","left",3.375,1.25,2.27272727272727,2.47826086956522
48,"male",11,"Less_HS","right",1.75,1.25,1.72727272727273,1.65217391304348
33,"female",15,"Coll_Univ","right",2.875,3,2.63636363636364,2.78260869565217
31,"male",16,"Coll_Univ","left",2.125,2,2.72727272727273,2.39130434782609
16,"male",11,"Less_HS","right",NA,NA,NA,NA
21.5,"female",15,"Coll_Univ","left",3.125,4,3.54545454545455,3.47826086956522
21,"female",12,"HS","center",1.5625,0.75,1,1.15217391304348
22,"male",15,"Coll_Univ","center",2,2.25,2.68181818181818,2.3695652173913
40,"female",15,"Coll_Univ","left",3.875,2.5,3.54545454545455,3.47826086956522
24,"female",16,"Coll_Univ","right",2.875,3.25,3,3
21,"female",12,"HS","center",2.5,2.5,2.45454545454545,2.47826086956522
18,"female",12,"HS","right",3.5,4,3.63636363636364,3.65217391304348
27,"male",15,"Coll_Univ","left",2.125,1.5,1.45454545454545,1.69565217391304
21,"male",12,"HS","right",2.5,2.25,2.81818181818182,2.60869565217391
24,"male",14,"HS","right",1.875,0.75,2,1.73913043478261
18.5,"male",12,"HS","right",2.375,1,2,1.95652173913043
49,"male",17,"Grad_Prof","center",0.875,0.5,0.909090909090909,0.826086956521739
33,"female",15,"Coll_Univ","left",1.5,1.5,1.63636363636364,1.56521739130435
31,"male",14,"HS","right",0,1.25,0.0909090909090909,0.260869565217391
27,"male",15,"Coll_Univ","center",2.625,1,1.81818181818182,1.95652173913043
22,"female",12,"HS","right",2.25,2.5,2.54545454545455,2.43478260869565
28,"male",18,"Grad_Prof","right",3.25,2.75,2.72727272727273,2.91304347826087
30,"female",16,"Coll_Univ","left",2.625,2,2.63636363636364,2.52173913043478
20,"male",12,"HS","right",1.75,1.5,2.54545454545455,2.08695652173913
36,"male",20,"Grad_Prof","center",2.25,0,1.63636363636364,1.56521739130435
54,"female",12,"HS","center",2,2.25,2.36363636363636,2.21739130434783
30,"female",17,"Grad_Prof","left",1.25,0.25,1.45454545454545,1.17391304347826
35,"male",15,"Coll_Univ","left",2,1.25,2.18181818181818,1.95652173913043
60,"female",12,"HS","right",1.5,2,2.09090909090909,1.8695652173913
25,"female",13,"HS","right",2,2.5,3,2.56521739130435
28,"female",15.5,"Coll_Univ","right",3.125,2.25,2.72727272727273,2.78260869565217
34,"female",15,"Coll_Univ","center",2.25,3.25,1.81818181818182,2.21739130434783
29,"male",12,"HS","right",NA,NA,NA,NA
25,"female",12,"HS","center",3.875,1.25,3.18181818181818,3.08695652173913
27,"female",15,"Coll_Univ","right",NA,NA,NA,NA
19,"female",12,"HS","right",3.375,2.5,2.45454545454545,2.78260869565217
26,"female",15,"Coll_Univ","left",3.375,2.25,2.36363636363636,2.69565217391304
15,"male",15,"Coll_Univ","right",2.875,3.25,2.54545454545455,2.78260869565217
23,"female",13,"HS","center",3.5,3.5,3.63636363636364,3.56521739130435
35,"female",12,"HS","right",3.5,3.5,3.27272727272727,3.39130434782609
25,"female",15,"Coll_Univ","center",NA,NA,NA,NA
32,"male",16,"Coll_Univ","center",1.625,2.5,2.09090909090909,2
58,"female",14,"HS","right",3.25,3.75,3.36363636363636,3.39130434782609
30,"male",15,"Coll_Univ","left",2.75,3,2.81818181818182,2.82608695652174
35,"male",15,"Coll_Univ","right",1.5,1.25,1.81818181818182,1.60869565217391
20,"male",12,"HS","right",2.875,1,3.27272727272727,2.73913043478261
61,"female",17,"Grad_Prof","center",1.875,3.5,2.81818181818182,2.60869565217391
27,"female",15,"Coll_Univ","left",2.5,2.75,3,2.78260869565217
29,"female",15,"Coll_Univ","right",3.25,1.5,2.36363636363636,2.52173913043478
20,"male",12,"HS","right",2.75,2.75,2.09090909090909,2.43478260869565
39,"male",15,"Coll_Univ","left",2.625,1.75,2.45454545454545,2.39130434782609
26,"female",15,"Coll_Univ","left",NA,NA,NA,NA
30,"female",12,"HS","right",3.75,2.5,2.72727272727273,3.04347826086957
32,"female",16,"Coll_Univ","left",2.5,3.25,2.81818181818182,2.78260869565217
24,"female",12,"HS","right",2.375,2.5,2.09090909090909,2.26086956521739
28,"male",12,"HS","right",0.875,0.75,1.27272727272727,1.04347826086957
59,"female",12,"HS","left",1.875,1.25,2.27272727272727,1.95652173913043
22,"male",15,"Coll_Univ","right",2,2.5,3,2.56521739130435
53,"female",12,"HS","center",2.125,3,3.72727272727273,3.04347826086957
34,"male",16,"Coll_Univ","center",3.125,2,2.18181818181818,2.47826086956522
35,"female",17,"Grad_Prof","left",2.75,1.5,2.09090909090909,2.21739130434783
41,"male",16,"Coll_Univ","right",1.375,2,1.90909090909091,1.73913043478261
26,"male",16,"Coll_Univ","left",1.875,0.5,0.909090909090909,1.17391304347826
66,"female",15,"Coll_Univ","left",NA,NA,NA,NA
19.5,"male",12,"HS","center",3.375,2.75,2.09090909090909,2.65217391304348
30,"female",15,"Coll_Univ","center",2.625,2.25,2.27272727272727,2.39130434782609
28,"female",15,"Coll_Univ","right",2.75,3.5,2.63636363636364,2.82608695652174
22,"female",14,"HS","right",2.375,3.25,2,2.34782608695652
47,"female",14,"HS","right",1.75,2,3.18181818181818,2.47826086956522
65,"male",12,"HS","left",3,2.5,3.09090909090909,2.95652173913043
24,"female",16,"Coll_Univ","center",3.125,2.75,3.18181818181818,3.08695652173913
24,"female",14,"HS","center",3.625,2.5,3.18181818181818,3.21739130434783
60,"female",12,"HS","center",3.125,3,3.18181818181818,3.1304347826087
47,"male",14,"HS","center",2.625,3.5,3.18181818181818,3.04347826086957
53,"female",23,"Grad_Prof","left",0,2.75,2.81818181818182,1.82608695652174
63,"male",17,"Grad_Prof","center",2.5,2.5,1.45454545454545,2
61,"male",15,"Coll_Univ","center",2.25,3,2.36363636363636,2.43478260869565
